CRASH DATE,CRASH TIME,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,insights,data
4/14/2021,13:00,,,950       GRAND STREET,0,0,0,0,0,0,0,0,4407392,Pick-up Truck,,,,,
6/30/2021,11:47,203 STREET,118 AVENUE,,0,0,0,0,0,0,0,0,4456603,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,20:14,7 AVENUE,,,0,0,0,0,0,0,0,0,4407765,Sedan,Sedan,,,,
4/14/2021,15:16,,,459       BAY RIDGE AVENUE,1,0,0,0,0,0,1,0,4407821,Sedan,Sedan,,,,
4/15/2021,19:30,GOWANUS EXPY (BQE),,,0,0,0,0,0,0,0,0,4407971,Sedan,,,,,
4/16/2021,13:15,HOWARD AVENUE,BLAKE AVENUE,,0,0,0,0,0,0,0,0,4408071,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/14/2021,21:08,,,558       MORRIS AVENUE,0,0,0,0,0,0,0,0,4407430,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/13/2021,20:34,EASTERN PARKWAY,BUFFALO AVENUE,,1,0,1,0,0,0,0,0,4408259,Sedan,,,,,
4/13/2021,14:10,,,146-22    BREWER BOULEVARD,0,0,0,0,0,0,0,0,4407049,Sedan,,,,,
4/14/2021,22:00,ROCKAWAY BOULEVARD,225 STREET,,3,0,0,0,0,0,3,0,4408369,Station Wagon/Sport Utility Vehicle,,,,,
4/15/2021,12:16,EAST TREMONT AVENUE,WHITE PLAINS ROAD,,0,0,0,0,0,0,0,0,4407592,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,18:15,HAVEMEYER STREET,SOUTH 5 STREET,,0,0,0,0,0,0,0,0,4407674,Sedan,,,,,
4/15/2021,19:30,LONG ISLAND EXPRESSWAY,,,1,0,0,0,0,0,1,0,4407708,Sedan,Sedan,,,,
4/14/2021,21:04,,,693       BEDFORD AVENUE,1,0,0,0,0,0,1,0,4408396,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,1:40,BRONX RIVER PARKWAY,,,0,0,0,0,0,0,0,0,4407152,Sedan,Sedan,,,,
4/16/2021,18:00,BELT PARKWAY,,,0,0,0,0,0,0,0,0,4407862,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,8:30,WHITESTONE EXPRESSWAY,,,0,0,0,0,0,0,0,0,4407435,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,12:05,BELL BOULEVARD,,,1,0,1,0,0,0,0,0,4407636,Station Wagon/Sport Utility Vehicle,,,,,
4/16/2021,11:00,,,100-10    ROOSEVELT AVENUE,1,0,0,0,1,0,0,0,4407792,Station Wagon/Sport Utility Vehicle,Bike,,,,
4/16/2021,17:00,73 AVENUE,184 STREET,,5,0,0,0,0,0,5,0,4407853,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/16/2021,12:00,VAN WYCK EXPWY,,,0,0,0,0,0,0,0,0,4408205,Box Truck,Dump,,,,
4/16/2021,20:27,140 AVENUE,155 STREET,,0,0,0,0,0,0,0,0,4407945,Sedan,,,,,
4/15/2021,18:25,,,1411      SCHENECTADY AVENUE,0,0,0,0,0,0,0,0,4408118,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/12/2021,16:08,BROADWAY,STUYVESANT AVENUE,,1,0,0,0,0,0,1,0,4408242,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,11:55,BRONX RIVER PARKWAY,,,0,0,0,0,0,0,0,0,4407563,Sedan,,,,,
4/14/2021,1:30,WEST 35 STREET,,,0,0,0,0,0,0,0,0,4408098,Sedan,Sedan,,,,
4/14/2021,3:25,BRONX RIVER PARKWAY,,,3,0,0,0,0,0,3,0,4407169,Station Wagon/Sport Utility Vehicle,,,,,
4/16/2021,8:05,24 STREET,24 AVENUE,,1,0,0,0,0,0,1,0,4407798,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/15/2021,20:13,EAST TREMONT AVENUE,PARK AVENUE,,1,0,1,0,0,0,0,0,4407797,,,,,,
4/14/2021,16:30,ARMSTRONG AVENUE,SYCAMORE STREET,,2,0,0,0,0,0,2,0,4407349,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,,
4/14/2021,20:15,CLINTONVILLE STREET,,,0,0,0,0,0,0,0,0,4407994,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,16:37,,,1582      FLATBUSH AVENUE,1,0,1,0,0,0,0,0,4408032,Sedan,,,,,
4/15/2021,6:05,METROPOLITAN AVENUE,STEWART AVENUE,,1,0,0,0,0,0,1,0,4407478,Sedan,Sedan,,,,
4/16/2021,8:40,ELIOT AVENUE,85 STREET,,1,0,1,0,0,0,0,0,4407924,Sedan,,,,,
4/15/2021,20:15,,,2013      WILLIAMSBRIDGE ROAD,0,0,0,0,0,0,0,0,4408315,Ambulance,,,,,
4/13/2021,23:00,,,1479      MYRTLE AVENUE,0,0,0,0,0,0,0,0,4407892,Sedan,,,,,
4/16/2021,20:55,,,1051      RIVERSIDE DRIVE,0,0,0,0,0,0,0,0,4408280,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,17:25,,,2400      HUNTER AVENUE,0,0,0,0,0,0,0,0,4408403,Sedan,,,,,
4/16/2021,6:45,BUSHWICK AVENUE,GROVE STREET,,0,0,0,0,0,0,0,0,4407753,Station Wagon/Sport Utility Vehicle,Garbage or Refuse,,,,
4/10/2021,12:00,WEST 180 STREET,ANDREWS AVENUE,,0,0,0,0,0,0,0,0,4408003,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,
4/14/2021,15:53,GERARD AVENUE,,,0,0,0,0,0,0,0,0,4407497,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
4/9/2021,17:00,MADISON STREET,,,0,0,0,0,0,0,0,0,4408229,Station Wagon/Sport Utility Vehicle,,,,,
4/14/2021,19:10,STORY STREET,CHURCH AVENUE,,0,0,0,0,0,0,0,0,4407525,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/16/2021,13:55,COOPER AVENUE,64 PLACE,,0,0,0,0,0,0,0,0,4407817,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,0:00,KINGS HIGHWAY,BEVERLEY ROAD,,2,0,0,0,0,0,2,0,4407539,Station Wagon/Sport Utility Vehicle,PK,,,,
9/11/2021,20:00,MURDOCK AVENUE,223 STREET,,0,0,0,0,0,0,0,0,4455944,Sedan,Sedan,,,,
4/16/2021,16:00,ARLINGTON PLACE,,,0,0,0,0,0,0,0,0,4408306,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,22:25,WEST 42 STREET,11 AVENUE,,1,0,1,0,0,0,0,0,4407830,Sedan,,,,,
4/14/2021,10:09,2 AVENUE,EAST 36 STREET,,0,0,0,0,0,0,0,0,4407282,Tow Truck / Wrecker,Dump,,,,
4/16/2021,0:01,FORT HAMILTON PARKWAY,74 STREET,,0,0,0,0,0,0,0,0,4407688,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/15/2021,20:45,EAST 66 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,4407701,Sedan,,,,,
4/15/2021,7:00,,,472       GLENMORE AVENUE,0,0,0,0,0,0,0,0,4407728,Sedan,,,,,
4/15/2021,10:45,WEST 8 STREET,SHEEPSHEAD BAY ROAD,,0,0,0,0,0,0,0,0,4408052,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/16/2021,12:00,EDISON STREET,BACHE AVENUE,,0,0,0,0,0,0,0,0,4407849,Sedan,Sedan,,,,
4/14/2021,6:50,LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,4407320,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,,
4/14/2021,3:39,OCEAN PARKWAY,AVENUE L,,0,0,0,0,0,0,0,0,4407291,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
4/16/2021,22:00,RIVER AVENUE,,,0,0,0,0,0,0,0,0,4408200,Sedan,,,,,
4/14/2021,0:00,BATH AVENUE,,,1,0,0,0,1,0,0,0,4407649,Station Wagon/Sport Utility Vehicle,Bike,,,,
4/15/2021,19:10,LENOX AVENUE,,,0,0,0,0,0,0,0,0,4407802,Sedan,,,,,
4/14/2021,13:35,BELT PARKWAY,,,1,0,0,0,0,0,1,0,4407345,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,,
4/16/2021,15:05,STEWART AVENUE,JOHNSON AVENUE,,0,0,0,0,0,0,0,0,4408356,Sedan,Sedan,E-Scooter,,,
4/14/2021,9:33,BRUCKNER BOULEVARD,VIRGINIA AVENUE,,0,0,0,0,0,0,0,0,4407245,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/13/2021,16:05,FOSTER AVENUE,EAST 8 STREET,,0,0,0,0,0,0,0,0,4408057,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
4/15/2021,9:27,NORWAY AVENUE,,,0,0,0,0,0,0,0,0,4407538,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/16/2021,11:45,,,190       GUERNSEY STREET,0,0,0,0,0,0,0,0,4408332,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Box Truck,,
4/11/2021,8:56,SUTTER AVENUE,,,0,0,0,0,0,0,0,0,4407785,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,
4/16/2021,13:02,CENTRAL AVENUE,65 STREET,,0,0,0,0,0,0,0,0,4407929,Sedan,Sedan,,,,
4/14/2021,0:00,,,1415      AVENUE Z,0,0,0,0,0,0,0,0,4407425,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/16/2021,5:30,,,679       REMSEN AVENUE,0,0,0,0,0,0,0,0,4408123,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/16/2021,20:26,BROADWAY,WEST 161 STREET,,1,0,1,0,0,0,0,0,4408290,,,,,,
4/13/2021,9:00,,,100       ALDRICH STREET,0,0,0,0,0,0,0,0,4408412,Sedan,,,,,
4/15/2021,11:45,RICHMOND AVENUE,PLATINUM AVENUE,,0,0,0,0,0,0,0,0,4407757,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/1/2021,0:10,WEST 122 STREET,MOUNT MORRIS PARK WEST,,0,0,0,0,0,0,0,0,4407770,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,,
4/15/2021,11:41,,,2324      DAVIDSON AVENUE,0,0,0,0,0,0,0,0,4407554,Sedan,,,,,
4/15/2021,2:00,KINGS HIGHWAY,,,0,0,0,0,0,0,0,0,4407873,Sedan,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
4/15/2021,0:05,,,2245      RANDALL AVENUE,0,0,0,0,0,0,0,0,4407502,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/16/2021,11:30,,,1074      HOME STREET,0,0,0,0,0,0,0,0,4408044,Sedan,,,,,
4/16/2021,15:30,BELT PARKWAY,,,0,0,0,0,0,0,0,0,4408165,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,15:00,GRAND CENTRAL PKWY,,,0,0,0,0,0,0,0,0,4407544,Sedan,Taxi,,,,
4/14/2021,8:03,EAST 42 STREET,1 AVENUE,,1,0,1,0,0,0,0,0,4407277,Taxi,,,,,
4/16/2021,7:45,,,53-15     58 STREET,0,0,0,0,0,0,0,0,4407834,Sedan,,,,,
4/14/2021,6:45,ARMSTRONG AVENUE,HILLCREST STREET,,0,0,0,0,0,0,0,0,4407338,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/14/2021,22:43,30 STREET,BORDEN AVENUE,,0,0,0,0,0,0,0,0,4407397,Pick-up Truck,Tow Truck / Wrecker,,,,
4/15/2021,16:55,FULTON STREET,,,1,0,0,0,0,0,1,0,4408109,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,18:00,,,249       EAST 149 STREET,0,0,0,0,0,0,0,0,4407683,Station Wagon/Sport Utility Vehicle,,,,,
4/15/2021,12:26,WEST 29 STREET,10 AVENUE,,2,0,0,0,0,0,2,0,4407829,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
9/11/2021,22:15,DAVIDSON AVENUE,WEST 190 STREET,,1,0,0,0,0,0,1,0,4456397,Motorcycle,,,,,
4/15/2021,8:10,EAST 57 STREET,PARK AVENUE,,0,0,0,0,0,0,0,0,4407496,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,16:00,MADISON STREET,BUSHWICK AVENUE,,0,0,0,0,0,0,0,0,4407609,Sedan,,,,,
4/14/2021,16:00,,,82-22     45 AVENUE,1,0,0,0,0,0,0,0,4407441,Station Wagon/Sport Utility Vehicle,E-Scooter,,,,
4/15/2021,18:30,MC DONALD AVENUE,AVENUE U,,0,0,0,0,0,0,0,0,4407689,Sedan,Sedan,,,,
4/16/2021,14:56,,,350       65 STREET,0,0,0,0,0,0,0,0,4407861,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/14/2021,17:30,AMBOY ROAD,GUYON AVENUE,,0,0,0,0,0,0,0,0,4407350,Sedan,,,,,
4/14/2021,7:15,,,317       DE WITT AVENUE,0,0,0,0,0,0,0,0,4407721,Sedan,,,,,
4/14/2021,20:10,WASHINGTON AVENUE,LAFAYETTE AVENUE,,0,0,0,0,0,0,0,0,4407381,Station Wagon/Sport Utility Vehicle,Bike,,,,
4/15/2021,9:28,,,154       BROOME STREET,0,0,0,0,0,0,0,0,4407653,Station Wagon/Sport Utility Vehicle,,,,,
4/14/2021,9:05,PARSONS BLVD,90 AVENUE,,1,0,1,0,0,0,0,0,4407299,Station Wagon/Sport Utility Vehicle,,,,,
4/14/2021,10:49,STATEN ISLAND EXPRESSWAY,,,1,0,0,0,0,0,1,0,4407590,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/16/2021,14:30,EAST 209 STREET,HULL AVENUE,,0,0,0,0,0,0,0,0,4407896,Sedan,,,,,
4/16/2021,18:05,,,2516      WHITE PLAINS ROAD,0,0,0,0,0,0,0,0,4407914,Sedan,Taxi,,,,
4/14/2021,0:00,,,1600      BOSTON ROAD,0,0,0,0,0,0,0,0,4407512,Sedan,E-Bike,,,,
4/15/2021,15:37,,,2145      2 AVENUE,0,0,0,0,0,0,0,0,4408427,Sedan,,,,,
4/14/2021,17:20,SOUTHERN BOULEVARD,EAST 182 STREET,,0,0,0,0,0,0,0,0,4407532,E-Bike,Sedan,,,,
4/14/2021,23:17,HEGEMAN AVENUE,,,1,0,0,0,0,0,1,0,4408086,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/16/2021,9:25,,,492       MYRTLE AVENUE,1,0,0,0,0,0,1,0,4407856,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/15/2021,16:00,DUMONT AVENUE,HENDRIX STREET,,1,0,0,0,0,0,1,0,4407729,Van,Sedan,Sedan,,,
4/13/2021,17:55,GRANT HIGHWAY,UNIVERSITY AVENUE,,1,0,0,0,1,0,0,0,4407789,Station Wagon/Sport Utility Vehicle,Bike,,,,
4/16/2021,21:00,,,4905      CHURCH AVENUE,0,0,0,0,0,0,0,0,4408129,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,10:30,111 AVENUE,LEFFERTS BOULEVARD,,1,0,1,0,0,0,0,0,4407576,Station Wagon/Sport Utility Vehicle,,,,,
4/15/2021,23:36,OGDEN AVENUE,WEST 165 STREET,,0,0,0,0,0,0,0,0,4408193,Ambulance,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,0:00,51 AVENUE,61 STREET,,0,0,0,0,0,0,0,0,4407643,Sedan,,,,,
4/15/2021,21:33,WHITESTONE EXPRESSWAY,,,0,0,0,0,0,0,0,0,4407906,Sedan,Sedan,Sedan,,,
4/14/2021,19:45,FLATBUSH AVENUE EXTENSION,JOHNSON STREET,,1,0,0,0,1,0,0,0,4407414,Sedan,Bike,,,,
4/14/2021,7:45,,,38        WEST 86 STREET,2,0,0,0,0,0,2,0,4407623,Station Wagon/Sport Utility Vehicle,Motorcycle,,,,
4/14/2021,12:30,,,82-26     ANKENER AVENUE,0,0,0,0,0,0,0,0,4407436,Sedan,,,,,
4/16/2021,8:30,201 STREET,,,0,0,0,0,0,0,0,0,4407952,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,11:15,ATLANTIC AVENUE,,,2,0,0,0,0,0,2,0,4407761,Flat Bed,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,15:18,4 AVENUE,FOREST PLACE,,0,1,0,1,0,0,0,0,4408063,Station Wagon/Sport Utility Vehicle,,,,,
4/14/2021,17:50,16 AVENUE,71 STREET,,0,0,0,0,0,0,0,0,4407388,Sedan,Sedan,,,,
4/14/2021,10:29,,,246       WEST 116 STREET,1,0,1,0,0,0,0,0,4407766,Station Wagon/Sport Utility Vehicle,,,,,
4/15/2021,20:02,ALDUS STREET,FAILE STREET,,0,0,0,0,0,0,0,0,4407901,Station Wagon/Sport Utility Vehicle,,,,,
4/14/2021,19:20,FULTON STREET,,,1,0,0,0,0,0,1,0,4408104,Sedan,Motorcycle,,,,
4/14/2021,19:00,TINTON AVENUE,HOME STREET,,0,0,0,0,0,0,0,0,4407486,Sedan,,,,,
7/8/2021,19:55,COZINE AVENUE,,,0,0,0,0,0,0,0,0,4456618,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,22:21,EASTERN PARKWAY,SCHENECTADY AVENUE,,0,0,0,0,0,0,0,0,4408264,Moped,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,15:25,PERRY AVENUE,,,0,0,0,0,0,0,0,0,4407678,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,11:30,SAINT JOHNS PLACE,,,1,0,0,0,0,0,1,0,4407355,Moped,,,,,
4/16/2021,23:14,BOSTON ROAD,FISH AVENUE,,3,0,0,0,0,0,3,0,4408155,Sedan,Sedan,,,,
4/13/2021,9:30,BERGEN STREET,,,0,0,0,0,0,0,0,0,4408271,Station Wagon/Sport Utility Vehicle,,,,,
4/16/2021,13:59,41 STREET,,,1,0,1,0,0,0,0,0,4408380,Station Wagon/Sport Utility Vehicle,,,,,
4/14/2021,6:35,,,690       WASHINGTON STREET,0,0,0,0,0,0,0,0,4407598,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,22:36,Trans- Manhattan Expressway,Amsterdam Avenue,,4,1,0,0,0,0,4,1,4407693,Sedan,,,,,
4/16/2021,14:50,EAST 80 STREET,PAERDEGAT 7 STREET,,2,0,0,0,0,0,2,0,4407866,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/14/2021,18:35,,,1452      FLATBUSH AVENUE,0,0,0,0,0,0,0,0,4407452,Sedan,Sedan,,,,
4/13/2021,10:30,,,533       METROPOLITAN AVENUE,0,0,0,0,0,0,0,0,4407809,Tractor Truck Diesel,Sedan,,,,
4/14/2021,6:55,,,923       FLUSHING AVENUE,0,0,0,0,0,0,0,0,4407393,Sedan,Tractor Truck Gasoline,,,,
4/14/2021,16:58,2 AVENUE,EAST 65 STREET,,1,0,0,0,0,0,1,0,4407453,Sedan,Sedan,,,,
4/12/2021,18:30,TOMPKINS AVENUE,,,0,0,0,0,0,0,0,0,4408214,Sedan,,,,,
4/16/2021,12:10,WEST END AVENUE,,,0,0,0,0,0,0,0,0,4407824,Box Truck,,,,,
4/14/2021,9:00,BROOK AVENUE,EAST 134 STREET,,0,0,0,0,0,0,0,0,4407431,Sedan,,,,,
4/14/2021,17:00,241 STREET,141 AVENUE,,2,0,0,0,0,0,2,0,4407632,Sedan,Sedan,,,,
4/13/2021,13:14,EAST 115 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,4407841,Sedan,Sedan,,,,
4/14/2021,2:25,BROOKVILLE BOULEVARD,SUNRISE HIGHWAY,,1,0,0,0,0,0,1,0,4407096,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,16:00,SUTPHIN BOULEVARD,FOCH BOULEVARD,,0,0,0,0,0,0,0,0,4407658,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/16/2021,11:35,VANDAM STREET,BORDEN AVENUE,,1,0,0,0,0,0,1,0,4407933,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/16/2021,12:26,AMSTERDAM AVENUE,WEST 72 STREET,,1,0,0,0,0,0,1,0,4407976,Station Wagon/Sport Utility Vehicle,Bus,,,,
4/16/2021,0:30,93 STREET,32 AVENUE,,1,0,0,0,1,0,0,0,4407714,Sedan,Bike,,,,
4/14/2021,17:55,GRAND CONCOURSE,,,0,0,0,0,0,0,0,0,4407373,Sedan,Motorbike,,,,
4/14/2021,23:36,,,1309      EAST 223 STREET,0,0,0,0,0,0,0,0,4407568,Sedan,Sedan,,,,
4/15/2021,20:00,,,13-32     EGGERT PLACE,0,0,0,0,0,0,0,0,4407707,AMBULANCE,Station Wagon/Sport Utility Vehicle,,,,
4/16/2021,6:00,218 STREET,,,0,0,0,0,0,0,0,0,4407692,,,,,,
4/15/2021,15:10,REVIEW AVENUE,RAILROAD AVENUE,,1,0,0,0,1,0,0,0,4407615,Bike,Station Wagon/Sport Utility Vehicle,,,,
4/16/2021,20:00,BELT PARKWAY,,,0,0,0,0,0,0,0,0,4407865,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/14/2021,6:13,,,1725      WEST FARMS ROAD,0,0,0,0,0,0,0,0,4407154,Sedan,,,,,
4/15/2021,14:41,AVENUE M,REMSEN AVENUE,,1,0,1,0,0,0,0,0,4407637,Sedan,,,,,
4/14/2021,11:54,,,21        FLUSHING AVENUE,1,0,1,0,0,0,0,0,4407354,Station Wagon/Sport Utility Vehicle,,,,,
4/16/2021,11:50,HUGHES AVENUE,,,0,0,0,0,0,0,0,0,4407793,Station Wagon/Sport Utility Vehicle,Chassis Cab,,,,
4/14/2021,14:00,BRUCKNER BOULEVARD,EAST 138 STREET,,0,0,0,0,0,0,0,0,4407432,Station Wagon/Sport Utility Vehicle,Van,,,,
4/16/2021,23:55,FDR DRIVE,,,0,0,0,0,0,0,0,0,4407946,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/16/2021,14:30,UNION TURNPIKE,134 STREET,,0,0,0,0,0,0,0,0,4407852,Sedan,Box Truck,,,,
4/15/2021,23:00,,,339       WEST 39 STREET,0,0,0,0,0,0,0,0,4408249,Sedan,,,,,
9/11/2021,11:30,,,120       DONIZETTI PLACE,0,0,0,0,0,0,0,0,4456019,Sedan,,,,,
4/15/2021,18:00,CROSS ISLAND PARKWAY,,,0,0,0,0,0,0,0,0,4407987,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,20:19,,,557       CLASSON AVENUE,0,0,0,0,0,0,0,0,4408215,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/15/2021,14:36,AVENUE J,NOSTRAND AVENUE,,1,0,0,0,0,0,1,0,4408027,Sedan,Station Wagon/Sport Utility Vehicle,,,,
4/14/2021,11:16,MONTROSE AVENUE,,,1,0,0,0,0,0,1,0,4407389,Station Wagon/Sport Utility Vehicle,Dump,,,,
4/15/2021,10:00,BRUCKNER BOULEVARD,ROSEDALE AVENUE,,0,0,0,0,0,0,0,0,4407562,Sedan,Sedan,,,,
4/12/2021,21:30,EAST 183 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,4407794,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,,
4/15/2021,14:06,ARCHER AVENUE,GUY R BREWER BLVD,,2,0,0,0,0,0,2,0,4407596,Station Wagon/Sport Utility Vehicle,Bus,,,,
4/16/2021,7:00,FDR DRIVE,,,1,0,0,0,0,0,1,0,4407779,Sedan,Sedan,Sedan,Sedan,,
4/16/2021,15:21,EAST 80 STREET,PAERDEGAT 10 STREET,,0,0,0,0,0,0,0,0,4407997,Taxi,,,,,
4/15/2021,0:40,JAMAICA AVENUE,249 STREET,,1,0,0,0,0,0,1,0,4407408,Sedan,,,,,
4/15/2021,18:00,,,323       VICTORY BOULEVARD,0,0,0,0,0,0,0,0,4408313,Sedan,,,,,
9/11/2021,16:30,EAST 233 STREET,PRATT AVENUE,,0,0,0,0,0,0,0,0,4456486,Sedan,Sedan,,,,
4/15/2021,8:40,SUTTER AVENUE,,,0,0,0,0,0,0,0,0,4407747,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/16/2021,17:25,EAST 233 STREET,BRONX BOULEVARD,,0,0,0,0,0,0,0,0,4408402,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/16/2021,6:40,,,341       10 STREET,0,0,0,0,0,0,0,0,4407702,Sedan,,,,,
4/15/2021,14:00,WILLIAMSBURG BRIDGE OUTER ROADWA,,,1,0,0,0,0,0,1,0,4407652,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
4/15/2021,11:00,102 ROAD,89 STREET,,1,0,0,0,0,0,1,0,4407762,Sedan,Sedan,,,,
4/14/2021,9:31,BRUCKNER BOULEVARD,STRATFORD AVENUE,,0,0,0,0,0,0,0,0,4407297,Station Wagon/Sport Utility Vehicle,Bus,,,,
4/14/2021,12:40,WADSWORTH AVENUE,,,0,0,0,0,0,0,0,0,4407321,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
4/8/2021,21:52,ROCKAWAY PARKWAY,WILLMOHR STREET,,0,0,0,0,0,0,0,0,4408100,Sedan,,,,,
4/14/2021,8:58,BELT PARKWAY,,,0,0,0,0,0,0,0,0,4407505,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
4/9/2021,1:15,BELT PARKWAY,,,0,0,0,0,0,0,0,0,4408047,Sedan,Sedan,,,,
4/14/2021,17:30,ROEBLING STREET,NORTH 10 STREET,,1,0,1,0,0,0,0,0,4407805,Station Wagon/Sport Utility Vehicle,,,,,
4/15/2021,0:00,EAST 90 STREET,,,0,0,0,0,0,0,0,0,4407697,Sedan,,,,,
4/14/2021,8:30,263 STREET,83 AVENUE,,0,0,0,0,0,0,0,0,4407367,Sedan,,,,,
4/5/2021,16:21,,,1505      PARK AVENUE,3,0,0,0,0,0,3,0,4407837,Station Wagon/Sport Utility Vehicle,Sedan,,,,
4/14/2021,10:40,PRINCE STREET,JOHNSON STREET,,1,0,0,0,0,0,1,0,4407548,Taxi,Sedan,Sedan,,,
4/16/2021,8:30,86 STREET,13 AVENUE,,0,0,0,0,0,0,0,0,4407820,Trailer,Station Wagon/Sport Utility Vehicle,,,,
7/8/2021,16:45,ROEBLING STREET,NORTH 6 STREET,,1,0,0,0,1,0,0,0,4456635,Sedan,Bike,,,,
