UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,VEHICLE_ID,VEHICLE_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,VEHICLE_OCCUPANTS,DRIVER_LICENSE_STATUS,PRE_CRASH_NUM,POINT_OF_IMPACT,VEHICLE_DAMAGE,VEHICLE_DAMAGE_1,VEHICLE_DAMAGE_2,VEHICLE_DAMAGE_3,PUBLIC_PROPERTY_DAMAGE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2
17387522,3560734,11/15/2016,8:10,1130901,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2016,1,Licensed,1,Center Front End,Center Front End,,,,N,Driver Inattention/Distraction,Driver Inattention/Distraction
14892129,3309884,10/6/2015,17:30,1,VAN,,,,,,0,,,,,,,Other Vehicular,
19139713,4228751,10/24/2019,13:41,68d9c966-173b-44f6-ae6d-420ff449e0b6,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2018,2,Licensed,9,Left Front Bumper,Left Front Bumper,Center Front End,Left Front Quarter Panel,No Damage,N,Driver Inattention/Distraction,Unspecified
8699471,17309,9/29/2012,13:45,2,SPORT UTILITY / STATION WAGON,,,,,,2,,,,,,,Traffic Control Disregarded,
17202048,3457385,6/7/2016,12:53,370609,Station Wagon/Sport Utility Vehicle,HYUN -CAR/SUV,,2013,1,Licensed,6,Left Rear Bumper,Center Back End,Right Rear Bumper,,,N,Unspecified,Unspecified
19139533,4228728,10/24/2019,13:00,41f8d605-da30-4237-addf-4f68ac65f7bd,Sedan,NISS -CAR/SUV,,2007,2,Licensed,0,Right Front Bumper,Right Front Quarter Panel,,,,N,Unsafe Speed,Unspecified
17195183,3530231,9/30/2016,3:20,864046,Sedan,TOYT -CAR/SUV,,2017,1,Licensed,2,Left Front Quarter Panel,Left Front Bumper,,,,N,Unspecified,Unspecified
10532087,1034683,10/6/2014,19:00,2,BICYCLE,,,,,,2,,,,,,,Lost Consciousness,
13534977,259201,2/15/2014,18:35,2,UNKNOWN,,,,,,8,,,,,,,Unspecified,
14854760,3291145,9/4/2015,10:00,1,PASSENGER VEHICLE,,,,,,1,,,,,,,Turning Improperly,
13753519,267238,11/12/2013,11:50,1,PASSENGER VEHICLE,,,,,,6,,,,,,,Unspecified,
19138513,4228698,10/24/2019,12:00,2dfe4dee-cc39-4ed6-b982-06ac7c817292,Flat Bed,MACK-TRUCK/BUS,,2004,1,Licensed,6,Right Front Bumper,No Damage,No Damage,,,N,Passing Too Closely,Unspecified
14908950,3318313,10/15/2015,12:20,1,SMALL COM VEH(4 TIRES),,,,,,2,,,,,,,Unspecified,
15024609,3376467,1/24/2016,18:00,2,UNKNOWN,,,,,,8,,,,,,,Unspecified,
19139674,4228968,10/24/2019,9:00,d7a30ad6-f06b-4927-95ab-a96d3c54312d,,,,,,,4,Other,Other,,,,Unspecified,Passing Too Closely,Unspecified
19138896,4228919,10/24/2019,7:52,f7df4102-d78c-4e7b-9d1a-a036ec7cb603,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2018,1,Licensed,9,Center Back End,Center Back End,Right Rear Bumper,Left Rear Bumper,,N,Unspecified,Unspecified
19140723,4229525,10/23/2019,14:56,5041ae43-0e92-4cc1-930e-c4290ca33a75,Convertible,KW -CAR/SUV,,2012,1,Licensed,9,Left Front Bumper,Left Front Bumper,Center Front End,Right Front Bumper,,Unspecified,Unspecified,Unspecified
17301763,3499345,8/12/2016,22:10,647364,Sedan,BMW -CAR/SUV,,2002,1,Licensed,5,Left Rear Bumper,Left Rear Bumper,No Damage,No Damage,No Damage,N,Unspecified,Unspecified
11740436,164374,9/18/2012,10:50,1,UNKNOWN,,,,,,3,,,,,,,Unspecified,
19138732,4229056,10/24/2019,19:04,c7384151-f819-4ddf-a3b5-c545f80d92b2,Sedan,NISS -CAR/SUV,,2009,1,Licensed,8,Center Back End,Right Rear Bumper,Left Rear Bumper,,,N,Unspecified,Unspecified
17407805,3588823,12/28/2016,8:05,1259354,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2016,1,Licensed,9,Left Front Bumper,Center Front End,Center Front End,,,N,Unspecified,Unspecified
19139706,4228760,10/24/2019,8:30,7e2d2828-2426-4c2c-bff5-f765246c3c89,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2018,0,,7,Left Rear Bumper,Left Rear Bumper,Right Rear Quarter Panel,,,N,Unspecified,Unspecified
10872608,123541,4/26/2013,16:30,1,SPORT UTILITY / STATION WAGON,,,,,,6,,,,,,,Unspecified,
13532151,258074,9/14/2013,19:00,2,SPORT UTILITY / STATION WAGON,,,,,,7,,,,,,,Unspecified,
17240338,3537934,10/11/2016,13:45,916643,Station Wagon/Sport Utility Vehicle,DODG -CAR/SUV,,2011,1,Licensed,1,Center Back End,Center Back End,No Damage,No Damage,No Damage,N,Unspecified,Unspecified
14814350,3271212,7/24/2015,13:10,2,SMALL COM VEH(4 TIRES),,,,,,5,,,,,,,,
13233410,241620,3/26/2013,18:08,1,PASSENGER VEHICLE,,,,,,3,,,,,,,Unspecified,
14872536,3300039,9/16/2015,23:25,3,UNKNOWN,,,,,,3,,,,,,,Unspecified,
12970613,2828792,11/22/2014,21:30,1,PASSENGER VEHICLE,,,,,,9,,,,,,,Unspecified,
15055054,3391875,2/19/2016,19:30,1,SPORT UTILITY / STATION WAGON,,,,,,9,,,,,,,Unspecified,
8884788,28916,5/5/2013,15:00,2,PICK-UP TRUCK,,,,,,4,,,,,,,Unspecified,
17235620,3505081,8/22/2016,10:15,686945,Pallet,INTL-TRUCK/BUS,,2012,0,Licensed,4,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,Unspecified,Unspecified
19140442,4229132,10/24/2019,1:00,6439f6bd-c483-42c3-927c-710570da9f68,Sedan,HOND -CAR/SUV,,2016,1,Licensed,3,Left Front Bumper,Center Front End,Right Front Bumper,Right Front Quarter Panel,,N,Unspecified,Unspecified
19139179,4229064,10/24/2019,16:00,e0c30946-0193-4726-9702-b56852cc433f,Taxi,TOYT -CAR/SUV,,2017,1,Licensed,7,Left Front Bumper,Left Front Quarter Panel,Left Front Bumper,No Damage,No Damage,N,Driver Inattention/Distraction,Unspecified
9280402,48498,5/8/2013,18:15,1,PASSENGER VEHICLE,,,,,,5,,,,,,,Unspecified,
16942273,4022015,3/22/2016,13:10,27041,4 dr sedan,BUIC -CAR/SUV,BUIC ZZZ,2005,1,,7,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,Passing or Lane Usage Improper,Failure to Yield Right-of-Way
14865953,3296715,9/11/2015,22:50,1,SPORT UTILITY / STATION WAGON,,,,,,2,,,,,,,Unspecified,
19140644,4229502,10/20/2019,16:10,f71ef9fb-6647-4b68-8ee3-1cc62fff6697,Taxi,TOYT -CAR/SUV,,2019,1,Licensed,2,Center Back End,Right Rear Bumper,Left Rear Bumper,Center Back End,,N,Unspecified,Unspecified
16933844,3410204,3/16/2016,16:01,152616,Pick-up Truck,MACK COMMERCIAL,,1989,1,Licensed,4,Other,Other,Other,,,N,Other Vehicular,Unspecified
9279164,2848776,3/26/2013,7:25,1,PASSENGER VEHICLE,,,,,,2,,,,,,,Driver Inattention/Distraction,
19139711,4228750,10/24/2019,12:22,68be3940-c769-4f20-bc01-b5f800066a96,Station Wagon/Sport Utility Vehicle,CHEV -CAR/SUV,,2018,1,Licensed,2,Center Back End,Center Back End,,,,Unspecified,Unspecified,Unspecified
14491258,3134726,12/11/2014,9:10,1,PASSENGER VEHICLE,,,,,,7,,,,,,,Physical Disability,
19139439,4229019,10/24/2019,23:44,2da709f6-df92-4108-a815-91c7f9166e37,Sedan,TOYT -CAR/SUV,,2011,0,,6,Center Back End,Center Back End,Left Rear Bumper,Right Rear Bumper,Roof,N,Unspecified,Unspecified
8790479,25840,2/1/2014,1:40,1,PASSENGER VEHICLE,,,,,,5,,,,,,,Other Electronic Device,
19138984,4229042,10/24/2019,17:14,7bbea3c7-268c-464c-918b-a53283a630ca,Sedan,SMRT -CAR/SUV,,2017,2,Licensed,6,Center Front End,Center Front End,,,,N,Brakes Defective,Unspecified
14218205,293057,3/1/2014,12:25,1,PASSENGER VEHICLE,,,,,,5,,,,,,,Passenger Distraction,
19693635,4322428,6/22/2020,15:37,63b1633c-fba4-4c6d-aff4-8dfea98db833,Sedan,,,,1,,4,Other,Other,Other,Other,Other,N,Unspecified,Unspecified
19138877,4228623,10/24/2019,9:14,34408fd8-c806-451c-9532-8b71df8e10f8,Sedan,HOND -CAR/SUV,,2017,1,Licensed,8,Right Front Bumper,Right Front Bumper,No Damage,No Damage,No Damage,N,Following Too Closely,Unspecified
19138485,4228694,10/24/2019,9:07,59115a0d-8aea-4126-8207-507b2c54710a,Station Wagon/Sport Utility Vehicle,KIA -CAR/SUV,,2018,1,Licensed,8,Center Front End,No Damage,No Damage,No Damage,No Damage,N,Following Too Closely,Glare
12958930,230372,4/25/2013,23:30,1,PASSENGER VEHICLE,,,,,,4,,,,,,,Unspecified,
17355188,3481604,7/16/2016,15:20,525545,4 dr sedan,NISS -CAR/SUV,,2009,4,Licensed,2,Right Rear Bumper,Right Rear Bumper,Center Back End,,,N,Unspecified,Unspecified
15041840,3385203,2/7/2016,1:50,1,LIVERY VEHICLE,,,,,,7,,,,,,,Unspecified,
14608346,3183488,3/10/2015,22:00,1,OTHER,,,,,,9,,,,,,,Unspecified,
19140133,4229120,10/24/2019,8:00,a8eb9b10-ef51-48a0-b965-de8ed160c5d2,Pick-up Truck,VOLV -CAR/SUV,,2017,1,Licensed,7,Left Side Doors,No Damage,No Damage,No Damage,No Damage,N,Unspecified,Unspecified
13755660,307249,3/12/2014,15:15,1,SPORT UTILITY / STATION WAGON,,,,,,5,,,,,,,Unspecified,
19139584,4228862,10/24/2019,13:45,ad936ff6-e4ab-4cbb-83d3-fc739e006f5c,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2015,1,Licensed,0,Right Front Bumper,Right Front Bumper,,,,N,Passing or Lane Usage Improper,Passing Too Closely
14533235,3152604,1/14/2015,19:45,1,SPORT UTILITY / STATION WAGON,,,,,,0,,,,,,,Other Vehicular,
17276513,3521185,9/13/2016,22:30,789071,,,,,,,6,,,,,,Unspecified,,
10056584,87084,6/11/2013,21:45,2,PASSENGER VEHICLE,,,,,,0,,,,,,,Failure to Yield Right-of-Way,
19138662,4229055,10/24/2019,15:09,cecd450e-4f73-4330-9838-85967dec76f8,Sedan,NISS -CAR/SUV,,2019,1,Licensed,3,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Bumper,No Damage,No Damage,N,Driver Inattention/Distraction,Unspecified
10058521,87812,10/21/2013,12:44,2,PASSENGER VEHICLE,,,,,,1,,,,,,,Driver Inattention/Distraction,
9437141,57932,10/6/2012,7:25,1,PASSENGER VEHICLE,,,,,,9,,,,,,,Unspecified,
14491787,3134930,12/10/2014,4:55,1,OTHER,,,,,,2,,,,,,,Driver Inexperience,
9361210,55479,8/16/2013,19:00,2,SPORT UTILITY / STATION WAGON,,,,,,1,,,,,,,,
13094265,306973,3/17/2014,17:00,2,SPORT UTILITY / STATION WAGON,,,,,,1,,,,,,,Driver Inattention/Distraction,
14865947,3296712,9/12/2015,1:05,1,SPORT UTILITY / STATION WAGON,,,,,,0,,,,,,,Unspecified,
11757343,2968567,7/24/2014,14:50,1,PICK-UP TRUCK,,,,,,7,,,,,,,Unspecified,
19140329,4229342,10/24/2019,23:16,7cb02ceb-87f1-4936-8b47-2fd8581ea913,Taxi,NISS -CAR/SUV,,2015,2,Licensed,3,Left Rear Bumper,Left Rear Bumper,Left Rear Quarter Panel,Center Back End,No Damage,N,Unspecified,Unspecified
12249465,194170,8/19/2012,0:30,1,PASSENGER VEHICLE,,,,,,4,,,,,,,Unspecified,
19139715,4228752,10/24/2019,13:30,7f780634-147a-45f2-846c-079c289c3e30,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2019,2,Licensed,0,Right Rear Quarter Panel,Right Rear Quarter Panel,,,,N,Unspecified,Unspecified
17222823,3581197,12/17/2016,3:00,1212046,Taxi,TOYT -CAR/SUV,,2013,1,Licensed,8,Left Rear Bumper,Left Rear Bumper,No Damage,No Damage,No Damage,N,Unspecified,Unspecified
11750100,168960,10/14/2013,14:25,2,PASSENGER VEHICLE,,,,,,6,,,,,,,Unspecified,
19139868,4229122,10/24/2019,19:00,f40398ab-a9a8-4115-be0d-45df85c97570,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2018,1,Licensed,5,Right Side Doors,Right Rear Quarter Panel,,,,Unspecified,Unspecified,Unspecified
19139189,4228987,10/24/2019,0:00,64dca59d-0d6e-450e-b732-0fe63282a41b,Bike,,,,1,,8,Left Side Doors,Left Side Doors,,,,Unspecified,Unspecified,Unspecified
19140233,4229335,10/24/2019,23:40,9ded51d4-abbc-42ee-9308-a0083b345228,4 dr sedan,TOYT -CAR/SUV,,2018,1,Licensed,0,Left Front Bumper,Left Front Bumper,Center Front End,,,N,Driver Inattention/Distraction,Unspecified
19139675,4228965,10/24/2019,9:00,0deeba57-84f1-4fb9-ba08-0ab8de71e634,Box Truck,HINO -TRUCK/BUS,,2012,1,Licensed,8,Left Rear Bumper,Left Rear Bumper,Left Rear Quarter Panel,,,N,Reaction to Uninvolved Vehicle,Unspecified
14580186,3171984,2/19/2015,16:55,1,PASSENGER VEHICLE,,,,,,9,,,,,,,Unspecified,
19140102,4229381,10/24/2019,13:00,026c42e9-0475-4af3-86c0-5ea353729b6e,Sedan,LEXS -CAR/SUV,,1998,1,Licensed,6,Left Front Quarter Panel,Left Front Quarter Panel,Left Side Doors,,,N,Unspecified,Unspecified
19140347,4229138,10/24/2019,17:15,a55270e9-2eeb-44ca-b089-df40f39ab0a5,Pick-up Truck,CHEV -CAR/SUV,,2003,1,Licensed,1,Left Front Bumper,Center Front End,Right Front Bumper,Left Front Bumper,Center Front End,N,Driver Inattention/Distraction,Driver Inattention/Distraction
17164367,3548200,10/25/2016,17:20,980315,Bike,,,,1,Licensed,6,Center Front End,Center Front End,Center Front End,Center Front End,,N,Passing or Lane Usage Improper,Unspecified
19139541,4228928,10/24/2019,18:35,856fb0f8-b846-4594-abfa-440dd856155b,Station Wagon/Sport Utility Vehicle,LEXS -CAR/SUV,,2016,0,Licensed,7,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Bumper,,,N,Unspecified,Unspecified
19139056,4229011,10/24/2019,14:32,88611d5f-e0b7-4d74-bad9-968ccf98bf4d,Sedan,HOND -CAR/SUV,,2018,2,Licensed,1,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,,,N,Driver Inattention/Distraction,Unspecified
19138985,4229034,10/24/2019,20:15,cf43351c-0006-452c-9c18-1b4996eeaf29,Station Wagon/Sport Utility Vehicle,LEXS -CAR/SUV,,2019,1,Licensed,8,Right Front Quarter Panel,Right Side Doors,Right Rear Quarter Panel,,,N,Unspecified,Unspecified
12953409,227975,7/5/2012,7:30,3,PASSENGER VEHICLE,,,,,,8,,,,,,,Unspecified,
19138490,4228816,10/24/2019,15:29,1752f0f7-8f17-4710-b7b5-bae3eca329d8,Station Wagon/Sport Utility Vehicle,MERZ -CAR/SUV,,2014,1,Licensed,0,Left Side Doors,Left Rear Quarter Panel,Left Rear Bumper,No Damage,No Damage,N,Unspecified,Unspecified
19139144,4228613,10/24/2019,8:30,6d5bea65-c2f7-49fc-9bf6-c3663bd0fa41,Sedan,HYUN -CAR/SUV,,2018,1,Licensed,2,Right Front Quarter Panel,Right Front Bumper,Center Front End,Left Front Bumper,,N,Unspecified,Unspecified
14392386,294442,10/1/2012,12:25,1,PASSENGER VEHICLE,,,,,,8,,,,,,,Unspecified,
16958694,3405780,4/11/2016,16:56,121243,Station Wagon/Sport Utility Vehicle,LEXS -CAR/SUV,LEXS R35,2013,2,,2,Left Side Doors,Left Side Doors,Left Front Quarter Panel,Left Rear Quarter Panel,,N,Unspecified,
19139724,4228833,10/24/2019,17:51,82a6db6b-e3fa-4f2f-9cbc-69a710437e92,Sedan,TOYT -CAR/SUV,,2005,1,Licensed,8,Right Rear Quarter Panel,Right Rear Quarter Panel,,,,N,Unspecified,Unspecified
19140318,4229339,10/24/2019,14:14,f134045b-9070-4e61-9952-d2eb65e277d0,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2019,1,Licensed,0,Left Rear Quarter Panel,Left Rear Quarter Panel,,,,N,Unspecified,Unspecified
19139042,4228743,10/24/2019,0:00,9b9275c3-8949-4385-b08b-c569bfaf00a1,Sedan,CHEV -CAR/SUV,,2018,0,Licensed,9,Center Front End,Right Front Bumper,No Damage,No Damage,No Damage,N,Following Too Closely,Unspecified
19139770,4229164,10/24/2019,0:00,583ef767-7ed6-43dc-a358-402d8dc66b56,Sedan,TOYT -CAR/SUV,,2015,1,Licensed,5,Right Front Bumper,Right Front Bumper,No Damage,No Damage,No Damage,N,Driver Inattention/Distraction,Unspecified
14775412,3252410,7/4/2015,11:45,1,UNKNOWN,,,,,,2,,,,,,,Unspecified,
14861332,3294418,9/10/2015,15:50,1,PASSENGER VEHICLE,,,,,,1,,,,,,,Unspecified,
17372648,3539167,10/3/2016,16:05,924040,Bike,,,,1,Licensed,2,Left Front Quarter Panel,No Damage,No Damage,No Damage,No Damage,N,Other Vehicular,Unspecified
14942892,3335324,11/15/2015,21:19,2,SPORT UTILITY / STATION WAGON,,,,,,3,,,,,,,Other Electronic Device,
17151852,3485245,7/20/2016,16:14,542339,4 dr sedan,TOYT -CAR/SUV,,2013,1,Licensed,7,Left Rear Quarter Panel,Left Rear Quarter Panel,No Damage,No Damage,No Damage,N,Driver Inattention/Distraction,Unsafe Lane Changing
13651276,261923,6/3/2013,18:00,2,UNKNOWN,,,,,,2,,,,,,,Unspecified,
19139271,4228952,10/24/2019,17:21,6e76623e-e994-47f1-9245-a675e5800e64,Sedan,VOLV -CAR/SUV,,2018,0,Licensed,8,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Side Doors,Left Side Doors,No Damage,N,Driver Inattention/Distraction,Unspecified
16950977,3415599,3/31/2016,16:10,72313,Station Wagon/Sport Utility Vehicle,GMC -CAR/SUV,,2005,1,Licensed,1,Left Front Bumper,Left Front Bumper,Center Front End,Right Front Bumper,,Unspecified,Failure to Yield Right-of-Way,Driver Inattention/Distraction
19138542,4228901,10/24/2019,15:50,a68fbad8-3c19-4480-b139-6e0d842e6798,Station Wagon/Sport Utility Vehicle,AUDI -CAR/SUV,,2007,1,Licensed,4,Left Rear Bumper,Left Rear Quarter Panel,No Damage,No Damage,No Damage,N,Driver Inattention/Distraction,Passing or Lane Usage Improper
19139159,4228884,10/24/2019,14:07,4339b1d8-1b58-475e-bd82-7edb597ae07f,Taxi,TOYT -CAR/SUV,,2015,1,Licensed,1,Left Front Bumper,Left Front Bumper,,,,N,Driver Inattention/Distraction,Unspecified
9000199,36243,9/29/2013,20:00,1,PASSENGER VEHICLE,,,,,,6,,,,,,,Unspecified,
17205336,4023519,6/13/2016,16:15,402869,4 dr sedan,HOND -CAR/SUV,,1995,1,Licensed,9,Right Front Bumper,Right Front Bumper,Right Front Quarter Panel,,,N,Unsafe Speed,Unspecified
19139853,4229487,10/24/2019,13:22,a937e904-8611-49b2-8174-21038e10eeac,Taxi,HYUN -CAR/SUV,,2017,1,Licensed,4,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,No Damage,N,Unspecified,Unspecified
14967262,3347607,12/5/2015,19:20,2,SPORT UTILITY / STATION WAGON,,,,,,4,,,,,,,Fatigued/Drowsy,
19138604,4228999,10/24/2019,14:30,29cdae59-bb95-4904-a7bb-9fe4c76dac73,Pick-up Truck,TOYT -CAR/SUV,,1986,0,,2,Left Rear Bumper,Left Rear Bumper,Left Rear Quarter Panel,,,N,Unspecified,Unspecified
13993875,351091,6/12/2014,13:30,1,UNKNOWN,,,,,,6,,,,,,,Unspecified,
19139460,4228829,10/24/2019,15:17,f4417239-77f4-4807-92b9-59269062e961,Sedan,SAA -CAR/SUV,,2000,1,Licensed,6,Left Side Doors,Left Side Doors,No Damage,No Damage,No Damage,N,Failure to Yield Right-of-Way,Unsafe Speed
19139588,4228860,10/24/2019,15:00,60a8a761-29cd-410e-838f-8436b9b06383,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2013,1,Licensed,3,Left Rear Quarter Panel,Left Front Bumper,Left Side Doors,Left Front Quarter Panel,Center Front End,N,Driver Inattention/Distraction,Unspecified
9130621,328675,5/1/2014,22:40,2,BUS,,,,,,1,,,,,,,Fatigued/Drowsy,
14614730,3186125,3/13/2015,13:00,2,PASSENGER VEHICLE,,,,,,7,,,,,,,Unspecified,
13099467,2814807,10/26/2014,9:50,2,TAXI,,,,,,4,,,,,,,Unspecified,
19139688,4228979,10/24/2019,19:30,dd087c72-186b-4080-a51f-56348e4b5012,Sedan,HOND -CAR/SUV,,2012,0,Licensed,4,Center Back End,Center Back End,No Damage,No Damage,No Damage,N,Reaction to Uninvolved Vehicle,Unspecified
11261733,144567,2/17/2014,14:20,1,PASSENGER VEHICLE,,,,,,2,,,,,,,Unspecified,
8880101,26472,8/12/2012,13:05,1,UNKNOWN,,,,,,0,,,,,,,Unspecified,
19139384,4228941,10/24/2019,15:43,414fcf8c-e469-46e5-8123-3bc04439e04c,Pick-up Truck,TOYT -CAR/SUV,,2016,1,Licensed,2,Center Back End,Center Back End,Center Front End,,,N,Following Too Closely,Unspecified
19140317,4229341,10/24/2019,14:15,4cbd348e-d49a-410e-bc28-1178e0163cef,Sedan,BMW -CAR/SUV,,2015,3,Licensed,5,Center Front End,Center Front End,,,,N,Reaction to Uninvolved Vehicle,Unspecified
19138902,4228921,10/24/2019,11:50,3671ec9c-0f50-4fe0-ad66-fb02c97406d2,Station Wagon/Sport Utility Vehicle,MAZD -CAR/SUV,,2018,2,Licensed,4,Center Back End,Center Back End,No Damage,No Damage,No Damage,N,Unspecified,Unspecified
19139548,4228776,10/24/2019,8:00,ca3eadfd-b648-462c-bb25-18d33d0042c5,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2010,0,,6,Right Front Quarter Panel,Right Front Quarter Panel,Right Front Bumper,Right Front Bumper,No Damage,N,Unspecified,Unspecified
19140328,4229231,10/24/2019,20:30,34204d83-c33e-48c1-915c-bb66900f32be,Tractor Truck Diesel,INTL-TRUCK/BUS,,2018,1,Licensed,8,Left Rear Bumper,Left Rear Bumper,,,,N,Unspecified,Unspecified
19140238,4229136,10/24/2019,12:45,040b248a-8885-48d6-9807-590e17e1b6be,Sedan,BMW -CAR/SUV,,2011,1,Permit,9,Center Back End,Center Back End,Left Rear Bumper,Right Rear Bumper,No Damage,N,Unspecified,Unspecified
14587537,3174932,2/21/2015,18:45,2,SPORT UTILITY / STATION WAGON,,,,,,8,,,,,,,Unspecified,
16947569,3424459,3/25/2016,12:40,41685,Sedan,HOND -CAR/SUV,HOND CIV,2010,1,Licensed,7,Right Side Doors,Right Side Doors,Right Front Quarter Panel,Right Rear Quarter Panel,,N,Unspecified,
17054473,3437948,5/8/2016,13:25,243710,4 dr sedan,ACUR -CAR/SUV,ACUR MDX,2008,1,Licensed,4,Right Front Bumper,Right Front Quarter Panel,,,,N,Turning Improperly,Driver Inattention/Distraction
9129017,44673,2/18/2014,12:15,2,LIVERY VEHICLE,,,,,,9,,,,,,,Failure to Yield Right-of-Way,
14678142,3212348,5/1/2015,16:45,1,PASSENGER VEHICLE,,,,,,1,,,,,,,Lost Consciousness,
19138846,4228651,10/24/2019,7:00,1e3bfc43-0db8-4b5b-8fef-51a6e3401d31,Sedan,TOYT -CAR/SUV,,2018,1,Licensed,4,Right Rear Bumper,Right Rear Bumper,Center Back End,Left Rear Bumper,,N,Unspecified,Unspecified
19139489,4228934,10/24/2019,18:06,d546ae3b-7780-43c8-b585-4a0326ed1fc9,Station Wagon/Sport Utility Vehicle,INFI -CAR/SUV,,2015,2,Licensed,8,Left Front Bumper,Left Front Bumper,Center Front End,No Damage,No Damage,N,Failure to Yield Right-of-Way,Unspecified
9500412,59752,7/30/2012,8:55,2,SPORT UTILITY / STATION WAGON,,,,,,2,,,,,,,Unspecified,
13533170,258483,11/11/2013,16:40,1,PASSENGER VEHICLE,,,,,,0,,,,,,,Unspecified,
19139692,4228980,10/24/2019,23:10,f4626927-040b-4d7a-b10e-d360edc66855,Bike,,,,1,Unlicensed,1,Center Back End,Center Back End,No Damage,No Damage,No Damage,N,Passing or Lane Usage Improper,Unspecified
19139919,4229469,10/24/2019,9:15,62cdecc3-519a-4e36-9b13-9b63ccdd42c5,Taxi,TOYT -CAR/SUV,,2015,2,Licensed,1,Right Front Bumper,Right Front Bumper,Right Front Quarter Panel,,,N,Driver Inattention/Distraction,Unspecified
12337821,202120,1/25/2014,17:20,2,UNKNOWN,,,,,,2,,,,,,,Unspecified,
9846240,2881439,3/24/2014,14:40,2,PASSENGER VEHICLE,,,,,,7,,,,,,,Unspecified,
11170177,1006903,8/8/2014,18:30,1,SPORT UTILITY / STATION WAGON,,,,,,9,,,,,,,Unspecified,
14900398,3314033,10/12/2015,12:20,3,PASSENGER VEHICLE,,,,,,4,,,,,,,Unspecified,
14800555,3264470,7/24/2015,6:50,2,PASSENGER VEHICLE,,,,,,1,,,,,,,Driver Inattention/Distraction,
19140140,4229118,10/24/2019,17:20,f7833983-921e-43e2-a699-4ecdb0fdbbbc,Station Wagon/Sport Utility Vehicle,HINO,,2016,2,Licensed,8,No Damage,No Damage,,,,N,Unspecified,Unspecified
12665155,3003911,10/7/2013,13:10,1,LARGE COM VEH(6 OR MORE TIRES),,,,,,3,,,,,,,Fatigued/Drowsy,
19139424,4228909,10/24/2019,15:00,6557a982-b90f-4ebf-9209-25c02e4d734a,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2019,2,Licensed,3,Right Front Bumper,Right Front Bumper,Center Front End,,,N,Failure to Yield Right-of-Way,Unspecified
19139015,4228868,10/24/2019,16:00,3cbc8e1a-a7f3-4c26-b8d6-e56338094447,Station Wagon/Sport Utility Vehicle,CHEV -CAR/SUV,,2011,1,Licensed,6,Center Back End,Center Back End,Right Rear Bumper,Left Rear Bumper,No Damage,Y,Physical Disability,Unsafe Lane Changing
19139542,4228928,10/24/2019,18:35,7dbc60e4-b5b3-4d69-a303-59fef1677e8e,Sedan,TOYT -CAR/SUV,,1998,0,Licensed,0,Right Front Bumper,Right Front Bumper,,,,N,Unspecified,Unspecified
17310164,3538229,10/11/2016,14:35,917504,Tractor Truck Diesel,kidron,,2004,1,Licensed,1,Trailer,Trailer,,,,Y,Backing Unsafely,Unspecified
11315709,146062,5/10/2013,11:18,3,PASSENGER VEHICLE,,,,,,9,,,,,,,Unspecified,
17350358,3512279,8/27/2016,20:15,740024,Pick-up Truck,WHGM -CAR/SUV,,2015,2,Licensed,8,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,Unspecified,Unspecified
17253606,3517265,9/10/2016,22:15,777438,Station Wagon/Sport Utility Vehicle,MAZD -CAR/SUV,,2015,3,Licensed,8,Left Rear Quarter Panel,Left Rear Quarter Panel,,,,N,Unspecified,Unspecified
16935215,3414719,3/12/2016,12:14,10782,Station Wagon/Sport Utility Vehicle,LEXS -CAR/SUV,,2015,0,,2,Left Side Doors,Left Front Quarter Panel,Left Front Bumper,Center Front End,Right Front Bumper,Unspecified,Unspecified,Unspecified
14691168,3218068,5/10/2015,11:20,2,SPORT UTILITY / STATION WAGON,,,,,,0,,,,,,,Fatigued/Drowsy,
13534899,259169,2/11/2014,20:00,2,PASSENGER VEHICLE,,,,,,2,,,,,,,Driver Inattention/Distraction,
